ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
1465;39;21 hours/week;55 hours/week;9 hours;9 hours;7 hours daily;5
1466;20;16 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;4
1467;40;16 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;4
1468;34;15 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;3
1469;39;21 hours/week;34 hours/week;5 hours;5 hours;7 hours daily;3
1470;31;27 hours/week;50 hours/week;10 hours;10 hours;7 hours daily;5
1471;26;26 hours/week;56 hours/week;7 hours;7 hours;7 hours daily;5
1472;31;14 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;2
1473;22;25 hours/week;57 hours/week;6 hours;6 hours;7 hours daily;5
1474;30;14 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;2
1475;21;21 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;2
1476;23;19 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;4
1477;32;23 hours/week;44 hours/week;7 hours;7 hours;7 hours daily;5
1478;29;27 hours/week;44 hours/week;7 hours;7 hours;7 hours daily;5
1479;24;19 hours/week;37 hours/week;4 hours;4 hours;6 hours daily;2
1480;20;27 hours/week;44 hours/week;10 hours;10 hours;7 hours daily;5
1481;37;21 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;4
1482;36;13 hours/week;11 hours/week;1 hours;1 hours;3 hours daily;0
1483;36;7 hours/week;9 hours/week;2 hours;2 hours;4 hours daily;0
1484;32;17 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;2
1485;25;22 hours/week;46 hours/week;8 hours;8 hours;7 hours daily;5
1486;36;19 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;3
1487;21;21 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;2
1488;39;1 hours/week;7 hours/week;0 hours;0 hours;4 hours daily;2
1489;24;5 hours/week;7 hours/week;2 hours;2 hours;6 hours daily;1
1490;24;14 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;2
1491;20;23 hours/week;48 hours/week;8 hours;8 hours;8 hours daily;5
1492;38;8 hours/week;18 hours/week;1 hours;1 hours;6 hours daily;0
1493;38;27 hours/week;47 hours/week;8 hours;8 hours;7 hours daily;5
1494;25;25 hours/week;53 hours/week;10 hours;10 hours;9 hours daily;5
1495;32;1 hours/week;11 hours/week;2 hours;2 hours;6 hours daily;0
1496;29;28 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;5
1497;21;21 hours/week;41 hours/week;11 hours;10 hours;7 hours daily;5
1498;39;10 hours/week;23 hours/week;2 hours;2 hours;3 hours daily;0
1499;33;10 hours/week;11 hours/week;1 hours;1 hours;5 hours daily;0
1500;22;9 hours/week;1 hours/week;1 hours;1 hours;6 hours daily;0
1501;30;7 hours/week;6 hours/week;0 hours;0 hours;3 hours daily;2
1502;21;22 hours/week;52 hours/week;8 hours;8 hours;9 hours daily;5
1503;26;2 hours/week;8 hours/week;1 hours;1 hours;5 hours daily;0
1504;31;7 hours/week;12 hours/week;0 hours;0 hours;4 hours daily;1
1505;32;27 hours/week;48 hours/week;8 hours;8 hours;7 hours daily;5
1506;33;0 hours/week;15 hours/week;2 hours;2 hours;4 hours daily;1
1507;29;22 hours/week;51 hours/week;6 hours;6 hours;8 hours daily;5
1508;33;26 hours/week;52 hours/week;8 hours;8 hours;7 hours daily;5
1509;28;15 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;4
1510;32;26 hours/week;54 hours/week;7 hours;7 hours;7 hours daily;5
1511;21;12 hours/week;20 hours/week;2 hours;2 hours;5 hours daily;0
1512;28;15 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;4
1513;30;27 hours/week;51 hours/week;9 hours;9 hours;8 hours daily;5
1514;29;23 hours/week;57 hours/week;6 hours;6 hours;7 hours daily;5
1515;32;22 hours/week;50 hours/week;7 hours;7 hours;8 hours daily;5
1516;30;16 hours/week;34 hours/week;5 hours;5 hours;7 hours daily;3
1517;25;9 hours/week;13 hours/week;0 hours;0 hours;4 hours daily;0
1518;23;19 hours/week;36 hours/week;6 hours;6 hours;7 hours daily;3
1519;39;21 hours/week;41 hours/week;9 hours;9 hours;7 hours daily;5
1520;24;7 hours/week;14 hours/week;2 hours;2 hours;5 hours daily;2
1521;36;25 hours/week;52 hours/week;6 hours;6 hours;8 hours daily;5
1522;37;19 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;4
1523;36;24 hours/week;42 hours/week;10 hours;10 hours;7 hours daily;5
1524;36;2 hours/week;29 hours/week;1 hours;1 hours;5 hours daily;2
1525;33;16 hours/week;31 hours/week;3 hours;3 hours;6 hours daily;3
1526;38;16 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;3
1527;23;14 hours/week;20 hours/week;0 hours;0 hours;3 hours daily;0
1528;23;17 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;4
1529;25;14 hours/week;14 hours/week;0 hours;0 hours;3 hours daily;1
1530;30;8 hours/week;19 hours/week;1 hours;1 hours;6 hours daily;2
1531;21;22 hours/week;44 hours/week;10 hours;10 hours;7 hours daily;5
1532;26;26 hours/week;45 hours/week;7 hours;7 hours;8 hours daily;5
1533;21;14 hours/week;35 hours/week;6 hours;6 hours;6 hours daily;2
1534;32;28 hours/week;59 hours/week;6 hours;6 hours;9 hours daily;5
1535;39;27 hours/week;43 hours/week;6 hours;6 hours;9 hours daily;5
1536;40;15 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;3
1537;30;17 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;4
1538;35;25 hours/week;53 hours/week;7 hours;7 hours;8 hours daily;5
1539;35;2 hours/week;14 hours/week;11 hours;0 hours;4 hours daily;0
1540;35;0 hours/week;10 hours/week;0 hours;0 hours;4 hours daily;2
1541;28;16 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;4
1542;28;11 hours/week;27 hours/week;0 hours;0 hours;3 hours daily;0
1543;33;0 hours/week;12 hours/week;1 hours;1 hours;6 hours daily;2
1544;25;3 hours/week;4 hours/week;1 hours;1 hours;3 hours daily;0
1545;32;15 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;4
1546;36;14 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;2
1547;23;21 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;2
1548;35;0 hours/week;6 hours/week;2 hours;2 hours;4 hours daily;2
1549;21;17 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;4
1550;25;26 hours/week;46 hours/week;7 hours;7 hours;7 hours daily;5
1551;28;22 hours/week;51 hours/week;7 hours;7 hours;7 hours daily;5
1552;25;14 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;4
1553;27;18 hours/week;30 hours/week;3 hours;3 hours;7 hours daily;2
1554;29;16 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;4
1555;39;14 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;4
1556;23;6 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;0
1557;21;15 hours/week;39 hours/week;2 hours;2 hours;7 hours daily;2
1558;34;20 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;4
1559;25;5 hours/week;6 hours/week;1 hours;1 hours;4 hours daily;2
1560;31;25 hours/week;51 hours/week;7 hours;7 hours;8 hours daily;5
1561;40;20 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;2
1562;27;21 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;4
1563;20;1 hours/week;3 hours/week;0 hours;0 hours;4 hours daily;1
1564;38;15 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;2
1565;28;11 hours/week;28 hours/week;1 hours;1 hours;5 hours daily;2
1566;23;9 hours/week;18 hours/week;1 hours;1 hours;6 hours daily;1
1567;39;7 hours/week;28 hours/week;2 hours;2 hours;4 hours daily;1
1568;22;14 hours/week;28 hours/week;2 hours;2 hours;5 hours daily;0
1569;28;15 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;4
1570;28;27 hours/week;55 hours/week;8 hours;8 hours;9 hours daily;5
1571;25;15 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;3
1572;37;13 hours/week;27 hours/week;0 hours;0 hours;5 hours daily;2
1573;40;0 hours/week;12 hours/week;0 hours;0 hours;5 hours daily;1
1574;37;19 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;2
1575;30;14 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;4
1576;31;24 hours/week;60 hours/week;10 hours;10 hours;9 hours daily;5
1577;29;19 hours/week;30 hours/week;3 hours;3 hours;6 hours daily;2
1578;25;6 hours/week;18 hours/week;0 hours;0 hours;4 hours daily;1
1579;37;1 hours/week;8 hours/week;1 hours;1 hours;5 hours daily;0
1580;34;19 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;4
1581;22;13 hours/week;30 hours/week;1 hours;1 hours;6 hours daily;2
1582;38;21 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;4
1583;30;14 hours/week;30 hours/week;2 hours;2 hours;4 hours daily;1
1584;29;7 hours/week;4 hours/week;0 hours;0 hours;3 hours daily;0
1585;33;28 hours/week;41 hours/week;6 hours;6 hours;8 hours daily;5
1586;40;0 hours/week;20 hours/week;2 hours;2 hours;6 hours daily;1
1587;26;11 hours/week;30 hours/week;0 hours;0 hours;5 hours daily;2
1588;22;19 hours/week;40 hours/week;5 hours;5 hours;6 hours daily;4
1589;21;14 hours/week;3 hours/week;11 hours;1 hours;4 hours daily;1
1590;36;0 hours/week;21 hours/week;1 hours;1 hours;4 hours daily;1
1591;38;10 hours/week;29 hours/week;0 hours;0 hours;6 hours daily;2
1592;31;28 hours/week;54 hours/week;6 hours;6 hours;7 hours daily;5
1593;22;17 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;2
1594;31;22 hours/week;51 hours/week;10 hours;10 hours;7 hours daily;5
1595;22;26 hours/week;58 hours/week;9 hours;9 hours;9 hours daily;5
1596;38;4 hours/week;18 hours/week;2 hours;2 hours;3 hours daily;0
1597;32;0 hours/week;13 hours/week;0 hours;0 hours;6 hours daily;2
1598;23;18 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;2
1599;28;25 hours/week;56 hours/week;10 hours;10 hours;8 hours daily;5
1600;32;19 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;2
1601;23;15 hours/week;39 hours/week;11 hours;4 hours;6 hours daily;4
1602;27;14 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;3
1603;22;20 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;3
1604;27;16 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;3
1605;22;0 hours/week;16 hours/week;2 hours;2 hours;5 hours daily;0
1606;32;21 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;3
1607;25;3 hours/week;18 hours/week;2 hours;2 hours;3 hours daily;2
1608;29;19 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;4
1609;24;8 hours/week;2 hours/week;2 hours;2 hours;5 hours daily;2
1610;37;12 hours/week;24 hours/week;2 hours;2 hours;5 hours daily;2
1611;21;28 hours/week;57 hours/week;7 hours;7 hours;7 hours daily;5
1612;37;21 hours/week;41 hours/week;9 hours;9 hours;9 hours daily;5
1613;25;24 hours/week;47 hours/week;9 hours;9 hours;9 hours daily;5
1614;20;14 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;4
1615;25;4 hours/week;21 hours/week;0 hours;0 hours;4 hours daily;0
1616;34;24 hours/week;58 hours/week;11 hours;9 hours;9 hours daily;5
1617;39;23 hours/week;47 hours/week;10 hours;10 hours;8 hours daily;5
1618;24;21 hours/week;35 hours/week;6 hours;6 hours;6 hours daily;2
1619;39;28 hours/week;40 hours/week;9 hours;9 hours;9 hours daily;5
1620;31;20 hours/week;36 hours/week;3 hours;3 hours;7 hours daily;4
1621;40;27 hours/week;40 hours/week;9 hours;9 hours;7 hours daily;5
1622;33;26 hours/week;51 hours/week;8 hours;8 hours;7 hours daily;5
1623;40;16 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;3
1624;23;25 hours/week;47 hours/week;9 hours;9 hours;9 hours daily;5
1625;22;28 hours/week;43 hours/week;10 hours;10 hours;7 hours daily;5
1626;35;14 hours/week;16 hours/week;1 hours;1 hours;4 hours daily;1
1627;28;2 hours/week;1 hours/week;1 hours;1 hours;5 hours daily;0
1628;37;12 hours/week;15 hours/week;0 hours;0 hours;6 hours daily;1
1629;25;20 hours/week;39 hours/week;6 hours;6 hours;7 hours daily;3
1630;31;11 hours/week;12 hours/week;2 hours;2 hours;4 hours daily;1
1631;36;4 hours/week;3 hours/week;2 hours;2 hours;4 hours daily;2
1632;39;22 hours/week;43 hours/week;7 hours;7 hours;8 hours daily;5
1633;26;14 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;4
1634;37;7 hours/week;26 hours/week;1 hours;1 hours;4 hours daily;1
1635;36;15 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;2
1636;27;3 hours/week;21 hours/week;1 hours;1 hours;5 hours daily;1
1637;39;25 hours/week;44 hours/week;7 hours;7 hours;9 hours daily;5
1638;22;17 hours/week;34 hours/week;5 hours;5 hours;7 hours daily;4
1639;37;21 hours/week;41 hours/week;7 hours;7 hours;9 hours daily;5
1640;38;28 hours/week;57 hours/week;8 hours;8 hours;9 hours daily;5
1641;35;26 hours/week;49 hours/week;10 hours;10 hours;9 hours daily;5
1642;35;24 hours/week;40 hours/week;9 hours;9 hours;7 hours daily;5
1643;21;28 hours/week;54 hours/week;8 hours;8 hours;7 hours daily;5
1644;26;10 hours/week;12 hours/week;1 hours;1 hours;4 hours daily;0
1645;36;17 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;4
1646;32;2 hours/week;10 hours/week;0 hours;0 hours;6 hours daily;1
1647;33;25 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
1648;23;0 hours/week;9 hours/week;1 hours;1 hours;6 hours daily;0
1649;20;21 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;4
1650;25;14 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;3
1651;38;18 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;3
1652;28;4 hours/week;11 hours/week;1 hours;1 hours;3 hours daily;0
1653;24;20 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;4
1654;38;4 hours/week;18 hours/week;1 hours;1 hours;4 hours daily;1
1655;24;1 hours/week;18 hours/week;0 hours;0 hours;4 hours daily;1
1656;27;26 hours/week;60 hours/week;8 hours;8 hours;8 hours daily;5
1657;30;0 hours/week;20 hours/week;0 hours;0 hours;4 hours daily;2
1658;32;24 hours/week;48 hours/week;10 hours;10 hours;9 hours daily;5
1659;29;8 hours/week;3 hours/week;0 hours;0 hours;3 hours daily;0
1660;31;3 hours/week;21 hours/week;2 hours;2 hours;4 hours daily;0
1661;34;0 hours/week;3 hours/week;1 hours;1 hours;5 hours daily;1
1662;35;6 hours/week;6 hours/week;1 hours;1 hours;4 hours daily;0
1663;27;10 hours/week;28 hours/week;11 hours;0 hours;6 hours daily;0
1664;30;27 hours/week;47 hours/week;6 hours;6 hours;7 hours daily;5
1665;29;16 hours/week;38 hours/week;6 hours;6 hours;7 hours daily;4
1666;34;3 hours/week;9 hours/week;2 hours;2 hours;5 hours daily;1
1667;37;23 hours/week;54 hours/week;7 hours;7 hours;8 hours daily;5
1668;37;21 hours/week;55 hours/week;7 hours;7 hours;8 hours daily;5
1669;32;27 hours/week;48 hours/week;6 hours;6 hours;7 hours daily;5
1670;34;23 hours/week;40 hours/week;7 hours;7 hours;7 hours daily;5
1671;30;14 hours/week;22 hours/week;2 hours;2 hours;6 hours daily;1
1672;37;1 hours/week;21 hours/week;0 hours;0 hours;4 hours daily;1
1673;32;28 hours/week;57 hours/week;9 hours;9 hours;8 hours daily;5
1674;35;0 hours/week;23 hours/week;0 hours;0 hours;6 hours daily;1
1675;30;18 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;2
1676;26;16 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;2
1677;25;22 hours/week;49 hours/week;8 hours;8 hours;8 hours daily;5
1678;35;23 hours/week;58 hours/week;8 hours;8 hours;7 hours daily;5
1679;36;18 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;2
1680;37;20 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;4
1681;34;15 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;2
1682;28;26 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
1683;34;24 hours/week;42 hours/week;9 hours;9 hours;7 hours daily;5
1684;20;3 hours/week;14 hours/week;1 hours;1 hours;3 hours daily;1
1685;22;14 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;4
1686;36;9 hours/week;6 hours/week;1 hours;1 hours;4 hours daily;2
1687;36;14 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;2
1688;31;17 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;2
1689;28;26 hours/week;55 hours/week;8 hours;8 hours;8 hours daily;5
1690;29;18 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;3
1691;38;9 hours/week;20 hours/week;1 hours;1 hours;5 hours daily;2
1692;23;14 hours/week;18 hours/week;2 hours;2 hours;6 hours daily;2
1693;30;5 hours/week;18 hours/week;0 hours;0 hours;4 hours daily;2
1694;33;14 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;2
1695;33;23 hours/week;58 hours/week;6 hours;6 hours;7 hours daily;5
1696;28;23 hours/week;41 hours/week;9 hours;9 hours;7 hours daily;5
1697;33;3 hours/week;7 hours/week;2 hours;2 hours;6 hours daily;2
1698;21;21 hours/week;40 hours/week;11 hours;4 hours;7 hours daily;2
1699;28;25 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
1700;32;23 hours/week;49 hours/week;6 hours;6 hours;9 hours daily;5
1701;30;26 hours/week;57 hours/week;9 hours;9 hours;8 hours daily;5
1702;29;26 hours/week;54 hours/week;8 hours;8 hours;7 hours daily;5
1703;23;4 hours/week;8 hours/week;2 hours;2 hours;6 hours daily;1
1704;28;25 hours/week;54 hours/week;10 hours;10 hours;7 hours daily;5
1705;38;26 hours/week;54 hours/week;10 hours;10 hours;7 hours daily;5
1706;21;4 hours/week;10 hours/week;1 hours;1 hours;3 hours daily;2
1707;39;23 hours/week;44 hours/week;11 hours;7 hours;9 hours daily;5
1708;28;21 hours/week;37 hours/week;4 hours;4 hours;6 hours daily;2
1709;39;4 hours/week;23 hours/week;1 hours;1 hours;5 hours daily;1
1710;32;21 hours/week;46 hours/week;8 hours;8 hours;9 hours daily;5
1711;39;24 hours/week;50 hours/week;9 hours;9 hours;7 hours daily;5
1712;21;14 hours/week;8 hours/week;11 hours;0 hours;3 hours daily;0
1713;39;18 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;4
1714;31;21 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;2
1715;37;16 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;3
1716;40;0 hours/week;20 hours/week;0 hours;0 hours;3 hours daily;1
1717;36;5 hours/week;1 hours/week;0 hours;0 hours;6 hours daily;1
1718;36;11 hours/week;27 hours/week;1 hours;1 hours;5 hours daily;1
1719;36;21 hours/week;55 hours/week;6 hours;6 hours;9 hours daily;5
1720;36;14 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;3
1721;37;22 hours/week;51 hours/week;10 hours;10 hours;7 hours daily;5
1722;35;14 hours/week;30 hours/week;1 hours;1 hours;3 hours daily;2
1723;24;1 hours/week;18 hours/week;2 hours;2 hours;4 hours daily;0
1724;28;26 hours/week;47 hours/week;10 hours;10 hours;7 hours daily;5
1725;40;21 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;2
1726;22;15 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;4
1727;27;14 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;4
1728;34;20 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;4
1729;36;7 hours/week;18 hours/week;11 hours;2 hours;4 hours daily;2
1730;31;24 hours/week;44 hours/week;10 hours;10 hours;9 hours daily;5
1731;34;18 hours/week;35 hours/week;11 hours;2 hours;6 hours daily;2
1732;31;14 hours/week;0 hours/week;0 hours;0 hours;6 hours daily;1
1733;29;13 hours/week;13 hours/week;0 hours;0 hours;4 hours daily;2
1734;28;27 hours/week;43 hours/week;7 hours;7 hours;8 hours daily;5
1735;23;1 hours/week;2 hours/week;1 hours;1 hours;5 hours daily;1
1736;39;6 hours/week;16 hours/week;2 hours;2 hours;5 hours daily;1
1737;22;1 hours/week;25 hours/week;0 hours;0 hours;4 hours daily;2
1738;38;15 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;3
1739;20;6 hours/week;26 hours/week;2 hours;2 hours;4 hours daily;2
1740;33;17 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;2
1741;38;14 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;4
1742;25;9 hours/week;2 hours/week;0 hours;0 hours;6 hours daily;2
1743;26;18 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;2
1744;33;12 hours/week;8 hours/week;0 hours;0 hours;5 hours daily;1
1745;28;21 hours/week;37 hours/week;4 hours;4 hours;7 hours daily;3
1746;30;27 hours/week;51 hours/week;8 hours;8 hours;9 hours daily;5
1747;26;23 hours/week;53 hours/week;7 hours;7 hours;9 hours daily;5
1748;35;22 hours/week;40 hours/week;9 hours;9 hours;8 hours daily;5
1749;29;1 hours/week;2 hours/week;0 hours;0 hours;6 hours daily;0
1750;38;8 hours/week;13 hours/week;2 hours;2 hours;3 hours daily;2
1751;35;2 hours/week;16 hours/week;2 hours;2 hours;6 hours daily;0
