ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
3161;34;21 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;2
3162;21;23 hours/week;40 hours/week;6 hours;6 hours;8 hours daily;5
3163;38;23 hours/week;54 hours/week;6 hours;6 hours;7 hours daily;5
3164;21;6 hours/week;4 hours/week;2 hours;2 hours;5 hours daily;2
3165;32;26 hours/week;53 hours/week;10 hours;10 hours;8 hours daily;5
3166;36;4 hours/week;21 hours/week;1 hours;1 hours;5 hours daily;1
3167;39;14 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;2
3168;26;24 hours/week;58 hours/week;11 hours;9 hours;7 hours daily;5
3169;38;21 hours/week;43 hours/week;10 hours;10 hours;7 hours daily;5
3170;23;2 hours/week;2 hours/week;11 hours;0 hours;3 hours daily;0
3171;29;17 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;4
3172;20;9 hours/week;19 hours/week;2 hours;2 hours;3 hours daily;2
3173;31;27 hours/week;55 hours/week;10 hours;10 hours;7 hours daily;5
3174;34;18 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;3
3175;28;22 hours/week;45 hours/week;10 hours;10 hours;8 hours daily;5
3176;26;13 hours/week;23 hours/week;0 hours;0 hours;3 hours daily;2
3177;36;17 hours/week;37 hours/week;4 hours;4 hours;7 hours daily;2
3178;30;7 hours/week;26 hours/week;1 hours;1 hours;5 hours daily;0
3179;32;16 hours/week;38 hours/week;4 hours;4 hours;6 hours daily;3
3180;36;18 hours/week;35 hours/week;2 hours;2 hours;6 hours daily;4
3181;38;1 hours/week;1 hours/week;2 hours;2 hours;4 hours daily;2
3182;30;11 hours/week;11 hours/week;11 hours;0 hours;3 hours daily;1
3183;30;12 hours/week;12 hours/week;1 hours;1 hours;3 hours daily;2
3184;23;13 hours/week;26 hours/week;2 hours;2 hours;5 hours daily;0
3185;39;7 hours/week;1 hours/week;2 hours;2 hours;6 hours daily;2
3186;25;16 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;3
3187;35;26 hours/week;40 hours/week;6 hours;6 hours;9 hours daily;5
3188;37;0 hours/week;23 hours/week;0 hours;0 hours;3 hours daily;1
3189;40;21 hours/week;59 hours/week;10 hours;10 hours;9 hours daily;5
3190;34;3 hours/week;11 hours/week;2 hours;2 hours;4 hours daily;1
3191;40;21 hours/week;60 hours/week;8 hours;8 hours;8 hours daily;5
3192;23;0 hours/week;2 hours/week;1 hours;1 hours;3 hours daily;1
3193;28;19 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;2
3194;38;23 hours/week;53 hours/week;6 hours;6 hours;7 hours daily;5
3195;25;14 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
3196;20;20 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;2
3197;35;0 hours/week;15 hours/week;0 hours;0 hours;6 hours daily;0
3198;34;13 hours/week;15 hours/week;1 hours;1 hours;6 hours daily;1
3199;21;26 hours/week;42 hours/week;8 hours;8 hours;9 hours daily;5
3200;34;13 hours/week;25 hours/week;0 hours;0 hours;6 hours daily;0
3201;30;12 hours/week;10 hours/week;11 hours;0 hours;6 hours daily;1
3202;22;2 hours/week;7 hours/week;1 hours;1 hours;5 hours daily;0
3203;35;10 hours/week;4 hours/week;2 hours;2 hours;6 hours daily;0
3204;38;2 hours/week;4 hours/week;1 hours;1 hours;6 hours daily;2
3205;27;16 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;3
3206;22;22 hours/week;58 hours/week;6 hours;6 hours;9 hours daily;5
3207;35;7 hours/week;23 hours/week;0 hours;0 hours;6 hours daily;1
3208;33;18 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;4
3209;38;3 hours/week;17 hours/week;2 hours;2 hours;6 hours daily;2
3210;29;27 hours/week;57 hours/week;9 hours;9 hours;7 hours daily;5
3211;37;24 hours/week;58 hours/week;9 hours;9 hours;7 hours daily;5
3212;25;15 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;3
3213;29;15 hours/week;39 hours/week;2 hours;2 hours;6 hours daily;3
3214;31;2 hours/week;25 hours/week;1 hours;1 hours;4 hours daily;0
3215;22;14 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;2
3216;25;0 hours/week;2 hours/week;2 hours;2 hours;3 hours daily;1
3217;39;22 hours/week;58 hours/week;9 hours;9 hours;8 hours daily;5
3218;34;4 hours/week;17 hours/week;2 hours;2 hours;6 hours daily;2
3219;40;25 hours/week;51 hours/week;8 hours;8 hours;9 hours daily;5
3220;39;19 hours/week;35 hours/week;5 hours;5 hours;7 hours daily;3
3221;33;15 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;4
3222;35;19 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;2
3223;26;21 hours/week;44 hours/week;6 hours;6 hours;8 hours daily;5
3224;40;24 hours/week;59 hours/week;9 hours;9 hours;9 hours daily;5
3225;27;0 hours/week;12 hours/week;2 hours;2 hours;5 hours daily;2
3226;34;15 hours/week;32 hours/week;11 hours;6 hours;7 hours daily;4
3227;22;14 hours/week;28 hours/week;0 hours;0 hours;6 hours daily;2
3228;37;18 hours/week;34 hours/week;4 hours;4 hours;6 hours daily;2
3229;27;19 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;3
3230;25;14 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;2
3231;40;23 hours/week;42 hours/week;6 hours;6 hours;9 hours daily;5
3232;27;28 hours/week;41 hours/week;8 hours;8 hours;7 hours daily;5
3233;31;16 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;4
3234;36;12 hours/week;7 hours/week;2 hours;2 hours;3 hours daily;1
3235;21;13 hours/week;0 hours/week;1 hours;1 hours;4 hours daily;2
3236;27;0 hours/week;25 hours/week;0 hours;0 hours;5 hours daily;2
3237;39;22 hours/week;51 hours/week;8 hours;8 hours;7 hours daily;5
3238;29;14 hours/week;4 hours/week;2 hours;2 hours;4 hours daily;1
3239;39;19 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;3
3240;34;20 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;2
3241;27;28 hours/week;55 hours/week;8 hours;8 hours;8 hours daily;5
3242;38;24 hours/week;57 hours/week;9 hours;9 hours;7 hours daily;5
3243;38;6 hours/week;14 hours/week;0 hours;0 hours;3 hours daily;0
3244;34;17 hours/week;32 hours/week;2 hours;2 hours;6 hours daily;2
3245;26;28 hours/week;40 hours/week;10 hours;10 hours;9 hours daily;5
3246;39;10 hours/week;2 hours/week;1 hours;1 hours;4 hours daily;1
3247;27;27 hours/week;60 hours/week;10 hours;10 hours;8 hours daily;5
3248;34;27 hours/week;53 hours/week;6 hours;6 hours;8 hours daily;5
3249;20;14 hours/week;6 hours/week;1 hours;1 hours;4 hours daily;0
3250;30;1 hours/week;4 hours/week;1 hours;1 hours;5 hours daily;1
3251;28;19 hours/week;34 hours/week;11 hours;3 hours;6 hours daily;3
3252;28;2 hours/week;27 hours/week;2 hours;2 hours;6 hours daily;0
3253;31;21 hours/week;45 hours/week;10 hours;10 hours;7 hours daily;5
3254;28;27 hours/week;49 hours/week;10 hours;10 hours;8 hours daily;5
3255;31;16 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;4
3256;35;6 hours/week;23 hours/week;2 hours;2 hours;5 hours daily;0
3257;36;15 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;3
3258;22;24 hours/week;58 hours/week;6 hours;6 hours;9 hours daily;5
3259;32;27 hours/week;54 hours/week;8 hours;8 hours;7 hours daily;5
3260;40;27 hours/week;57 hours/week;7 hours;7 hours;9 hours daily;5
3261;32;14 hours/week;2 hours/week;11 hours;0 hours;3 hours daily;0
3262;33;15 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;2
3263;27;21 hours/week;49 hours/week;8 hours;8 hours;8 hours daily;5
3264;25;15 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;2
3265;38;20 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;4
3266;22;21 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;2
3267;37;6 hours/week;12 hours/week;2 hours;2 hours;3 hours daily;2
3268;21;23 hours/week;45 hours/week;8 hours;8 hours;9 hours daily;5
3269;38;6 hours/week;13 hours/week;0 hours;0 hours;6 hours daily;0
3270;25;26 hours/week;50 hours/week;10 hours;10 hours;8 hours daily;5
3271;29;5 hours/week;26 hours/week;0 hours;0 hours;5 hours daily;1
3272;27;4 hours/week;28 hours/week;0 hours;0 hours;3 hours daily;1
3273;31;8 hours/week;16 hours/week;2 hours;2 hours;5 hours daily;0
3274;23;14 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;2
3275;32;14 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;2
3276;30;11 hours/week;6 hours/week;1 hours;1 hours;6 hours daily;1
3277;34;17 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;2
3278;39;12 hours/week;10 hours/week;1 hours;1 hours;4 hours daily;1
3279;34;2 hours/week;8 hours/week;1 hours;1 hours;6 hours daily;2
3280;22;27 hours/week;59 hours/week;11 hours;8 hours;9 hours daily;5
3281;32;13 hours/week;0 hours/week;2 hours;2 hours;3 hours daily;2
3282;29;19 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;2
3283;29;4 hours/week;8 hours/week;1 hours;1 hours;6 hours daily;2
3284;33;8 hours/week;25 hours/week;0 hours;0 hours;6 hours daily;2
3285;20;28 hours/week;48 hours/week;9 hours;9 hours;7 hours daily;5
3286;21;16 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;4
3287;30;17 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;4
3288;34;23 hours/week;56 hours/week;9 hours;9 hours;9 hours daily;5
3289;34;7 hours/week;15 hours/week;1 hours;1 hours;3 hours daily;1
3290;39;19 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;3
3291;24;21 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;4
3292;31;27 hours/week;60 hours/week;9 hours;9 hours;7 hours daily;5
3293;24;9 hours/week;12 hours/week;1 hours;1 hours;3 hours daily;0
3294;37;17 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;4
3295;34;24 hours/week;53 hours/week;10 hours;10 hours;7 hours daily;5
3296;24;27 hours/week;54 hours/week;10 hours;10 hours;9 hours daily;5
3297;20;19 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;4
3298;30;23 hours/week;40 hours/week;8 hours;8 hours;7 hours daily;5
3299;25;5 hours/week;24 hours/week;1 hours;1 hours;3 hours daily;2
3300;26;22 hours/week;40 hours/week;6 hours;6 hours;8 hours daily;5
3301;35;20 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;3
3302;27;15 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;4
3303;29;5 hours/week;15 hours/week;2 hours;2 hours;5 hours daily;2
3304;39;26 hours/week;48 hours/week;9 hours;9 hours;8 hours daily;5
3305;31;11 hours/week;0 hours/week;0 hours;0 hours;5 hours daily;2
3306;40;19 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;3
3307;34;6 hours/week;6 hours/week;2 hours;2 hours;4 hours daily;0
3308;28;2 hours/week;6 hours/week;2 hours;2 hours;5 hours daily;2
3309;38;17 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;4
3310;26;15 hours/week;32 hours/week;4 hours;4 hours;7 hours daily;4
3311;38;16 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;4
3312;40;20 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;3
3313;30;8 hours/week;11 hours/week;11 hours;1 hours;3 hours daily;0
3314;39;26 hours/week;45 hours/week;6 hours;6 hours;7 hours daily;5
3315;29;25 hours/week;42 hours/week;7 hours;7 hours;8 hours daily;5
3316;38;14 hours/week;5 hours/week;0 hours;0 hours;6 hours daily;1
3317;40;3 hours/week;15 hours/week;1 hours;1 hours;4 hours daily;2
3318;24;16 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;4
3319;34;18 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;2
3320;31;15 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;4
3321;40;7 hours/week;5 hours/week;2 hours;2 hours;3 hours daily;0
3322;32;14 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;4
3323;24;26 hours/week;45 hours/week;8 hours;8 hours;7 hours daily;5
3324;24;7 hours/week;6 hours/week;0 hours;0 hours;3 hours daily;1
3325;39;18 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;4
3326;28;26 hours/week;55 hours/week;9 hours;9 hours;9 hours daily;5
3327;28;6 hours/week;5 hours/week;11 hours;0 hours;4 hours daily;0
3328;39;7 hours/week;12 hours/week;1 hours;1 hours;4 hours daily;1
3329;32;27 hours/week;55 hours/week;9 hours;9 hours;7 hours daily;5
3330;25;14 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;4
3331;22;17 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;4
3332;24;8 hours/week;22 hours/week;0 hours;0 hours;3 hours daily;2
3333;23;16 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;3
3334;38;21 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;2
3335;27;27 hours/week;41 hours/week;10 hours;10 hours;7 hours daily;5
3336;36;17 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;4
3337;33;23 hours/week;41 hours/week;8 hours;8 hours;8 hours daily;5
3338;28;0 hours/week;7 hours/week;1 hours;1 hours;6 hours daily;0
3339;37;17 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;2
3340;40;4 hours/week;12 hours/week;2 hours;2 hours;3 hours daily;0
3341;24;0 hours/week;28 hours/week;0 hours;0 hours;4 hours daily;2
3342;22;13 hours/week;9 hours/week;11 hours;2 hours;5 hours daily;2
3343;39;20 hours/week;32 hours/week;3 hours;3 hours;7 hours daily;3
3344;39;19 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;2
3345;27;23 hours/week;59 hours/week;7 hours;7 hours;7 hours daily;5
3346;36;7 hours/week;27 hours/week;2 hours;2 hours;4 hours daily;1
3347;28;28 hours/week;45 hours/week;11 hours;7 hours;9 hours daily;5
3348;35;17 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;2
3349;30;18 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;4
3350;37;23 hours/week;45 hours/week;10 hours;10 hours;8 hours daily;5
3351;22;2 hours/week;2 hours/week;0 hours;0 hours;4 hours daily;0
3352;27;14 hours/week;32 hours/week;5 hours;5 hours;6 hours daily;2
3353;20;14 hours/week;0 hours/week;1 hours;1 hours;6 hours daily;0
3354;30;20 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;4
3355;34;13 hours/week;7 hours/week;11 hours;0 hours;5 hours daily;0
3356;23;24 hours/week;57 hours/week;6 hours;6 hours;8 hours daily;5
3357;34;18 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;2
3358;31;10 hours/week;23 hours/week;2 hours;2 hours;3 hours daily;1
3359;33;16 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;2
3360;21;20 hours/week;32 hours/week;5 hours;5 hours;7 hours daily;3
3361;31;8 hours/week;2 hours/week;0 hours;0 hours;5 hours daily;2
3362;37;7 hours/week;26 hours/week;0 hours;0 hours;3 hours daily;1
3363;29;3 hours/week;8 hours/week;2 hours;2 hours;5 hours daily;2
3364;34;20 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;2
3365;34;26 hours/week;50 hours/week;10 hours;10 hours;9 hours daily;5
3366;32;21 hours/week;57 hours/week;6 hours;6 hours;9 hours daily;5
3367;28;21 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;3
3368;25;14 hours/week;38 hours/week;4 hours;4 hours;6 hours daily;3
3369;35;24 hours/week;45 hours/week;9 hours;9 hours;7 hours daily;5
3370;21;8 hours/week;16 hours/week;1 hours;1 hours;5 hours daily;2
3371;21;23 hours/week;60 hours/week;8 hours;8 hours;8 hours daily;5
3372;31;22 hours/week;60 hours/week;10 hours;10 hours;7 hours daily;5
3373;30;21 hours/week;45 hours/week;6 hours;6 hours;9 hours daily;5
3374;25;20 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;3
3375;33;21 hours/week;42 hours/week;7 hours;7 hours;9 hours daily;5
3376;28;21 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;2
3377;34;9 hours/week;15 hours/week;1 hours;1 hours;6 hours daily;1
3378;37;25 hours/week;45 hours/week;10 hours;10 hours;7 hours daily;5
3379;28;21 hours/week;48 hours/week;10 hours;10 hours;9 hours daily;5
3380;39;17 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;4
3381;21;27 hours/week;51 hours/week;8 hours;8 hours;8 hours daily;5
3382;32;6 hours/week;29 hours/week;2 hours;2 hours;3 hours daily;1
3383;28;7 hours/week;23 hours/week;1 hours;1 hours;6 hours daily;1
3384;20;15 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;3
3385;37;16 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;3
3386;31;27 hours/week;47 hours/week;7 hours;7 hours;8 hours daily;5
3387;30;22 hours/week;53 hours/week;8 hours;8 hours;8 hours daily;5
3388;30;19 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;3
3389;30;1 hours/week;24 hours/week;0 hours;0 hours;5 hours daily;0
3390;37;21 hours/week;57 hours/week;11 hours;9 hours;7 hours daily;5
3391;24;21 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;3
3392;28;21 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;4
3393;23;3 hours/week;5 hours/week;2 hours;2 hours;4 hours daily;1
3394;31;21 hours/week;54 hours/week;7 hours;7 hours;7 hours daily;5
3395;30;22 hours/week;44 hours/week;6 hours;6 hours;7 hours daily;5
3396;33;2 hours/week;27 hours/week;1 hours;1 hours;3 hours daily;2
3397;23;7 hours/week;22 hours/week;11 hours;0 hours;6 hours daily;0
3398;38;12 hours/week;9 hours/week;0 hours;0 hours;3 hours daily;2
3399;32;26 hours/week;41 hours/week;7 hours;7 hours;7 hours daily;5
3400;25;28 hours/week;55 hours/week;11 hours;10 hours;9 hours daily;5
3401;26;17 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;3
3402;37;10 hours/week;0 hours/week;2 hours;2 hours;5 hours daily;0
3403;24;21 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;2
3404;21;22 hours/week;52 hours/week;6 hours;6 hours;8 hours daily;5
3405;39;2 hours/week;30 hours/week;1 hours;1 hours;3 hours daily;1
3406;39;21 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;4
3407;31;2 hours/week;12 hours/week;1 hours;1 hours;6 hours daily;2
3408;29;9 hours/week;6 hours/week;1 hours;1 hours;6 hours daily;2
3409;33;9 hours/week;18 hours/week;1 hours;1 hours;6 hours daily;2
3410;35;16 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;2
3411;33;14 hours/week;1 hours/week;1 hours;1 hours;4 hours daily;2
3412;40;20 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;3
3413;36;14 hours/week;8 hours/week;2 hours;2 hours;5 hours daily;0
3414;24;0 hours/week;21 hours/week;2 hours;2 hours;4 hours daily;0
3415;34;22 hours/week;45 hours/week;7 hours;7 hours;9 hours daily;5
3416;26;6 hours/week;1 hours/week;1 hours;1 hours;6 hours daily;2
3417;38;28 hours/week;56 hours/week;6 hours;6 hours;8 hours daily;5
3418;27;27 hours/week;49 hours/week;8 hours;8 hours;8 hours daily;5
3419;40;11 hours/week;29 hours/week;0 hours;0 hours;5 hours daily;2
3420;25;21 hours/week;35 hours/week;6 hours;6 hours;6 hours daily;3
3421;33;12 hours/week;16 hours/week;2 hours;2 hours;4 hours daily;0
3422;26;18 hours/week;30 hours/week;3 hours;3 hours;7 hours daily;3
3423;27;17 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;3
3424;26;26 hours/week;60 hours/week;11 hours;7 hours;7 hours daily;5
3425;26;24 hours/week;50 hours/week;6 hours;6 hours;7 hours daily;5
3426;21;1 hours/week;27 hours/week;0 hours;0 hours;5 hours daily;1
3427;26;22 hours/week;59 hours/week;9 hours;9 hours;9 hours daily;5
3428;33;14 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;4
3429;40;2 hours/week;14 hours/week;2 hours;2 hours;3 hours daily;0
3430;27;22 hours/week;55 hours/week;10 hours;10 hours;7 hours daily;5
3431;30;6 hours/week;12 hours/week;1 hours;1 hours;3 hours daily;0
3432;36;13 hours/week;13 hours/week;0 hours;0 hours;4 hours daily;2
3433;38;23 hours/week;55 hours/week;8 hours;8 hours;8 hours daily;5
3434;37;1 hours/week;3 hours/week;1 hours;1 hours;5 hours daily;0
3435;25;27 hours/week;48 hours/week;9 hours;9 hours;7 hours daily;5
3436;23;25 hours/week;50 hours/week;9 hours;9 hours;7 hours daily;5
3437;21;26 hours/week;59 hours/week;6 hours;6 hours;7 hours daily;5
3438;23;28 hours/week;50 hours/week;11 hours;8 hours;7 hours daily;5
3439;29;20 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;4
3440;38;23 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
3441;36;7 hours/week;0 hours/week;2 hours;2 hours;5 hours daily;2
3442;40;11 hours/week;9 hours/week;2 hours;2 hours;4 hours daily;1
3443;24;1 hours/week;23 hours/week;2 hours;2 hours;6 hours daily;2
3444;20;25 hours/week;60 hours/week;9 hours;9 hours;8 hours daily;5
3445;23;5 hours/week;21 hours/week;11 hours;2 hours;6 hours daily;0
3446;22;10 hours/week;15 hours/week;0 hours;0 hours;6 hours daily;1
3447;20;22 hours/week;47 hours/week;6 hours;6 hours;7 hours daily;5
3448;38;27 hours/week;56 hours/week;10 hours;10 hours;7 hours daily;5
